"test_id","agent","mean_perc_profit","std_dev","variance","initial_budget","mean_budget_with_profit_usd","avg_sale","avg_purchase","avg_time_sale","best_symbol","worst_symbol","timestamp_in","timestamp_fin","notes"
114,"agent2_symb_rnd","17.3932","23.7427","563.7155","1000","1173.9317","250.5","354.3947","63.2228","ING","ALMB","2025-02-22 14:43:27.716985","2025-02-22 14:43:41.201357","TP:0.09%, Market:european, Agent2 (Random). Chooses 100 random symbols; buys & sells with 0.09% TP."
368,"agent7_symb_rnd","17.3507","25.4389","647.1368","1000","1173.5073","140.8816","244.5132","95.381","ING","TTE","2025-02-22 16:39:46.975423","2025-02-22 16:39:57.834654","TP:0.15%, Market:european, Agent7 (Random, 2-year). Tests over 2 years using 100 randomly selected symbols."
218,"agent3_symb_rnd","17.3389","28.3938","806.2107","1000","1173.3893","281.8553","385.3026","57.3627","DDD","MHN","2025-02-22 15:45:26.085745","2025-02-22 15:46:11.043718","TP:0.08%, Market:nyse, Agent3 (Random). Buys only if current price < 50-day avg; sells with 0.08% TP, using 100 randomly selected symbols."
300,"agent7_top_avg_vol","17.3365","22.421","502.7003","1000","1173.3646","416.9868","520.7895","46.0876","STAR-B","TELIA","2025-02-22 16:18:44.51848","2025-02-22 16:19:02.663685","TP:0.06%, Market:european, Agent7 (Top AvgVol, 2-year). Tests over 2 years using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting datecap."
48,"agent2_top_avg_vol","17.3365","22.421","502.7003","1000","1173.3646","416.9868","520.7895","46.0876","STAR-B","TELIA","2025-02-22 14:24:35.286235","2025-02-22 14:24:53.650776","TP:0.06%, Market:european, Agent2 (Top AvgVol). Buys & sells with 0.06% TP, sorting symbols by decreasing average of the amount of volume in the 6 months preceding the starting date."
754,"agent5_top_avg_vol","17.3365","22.421","502.7003","1000","1173.3646","416.9868","520.7895","46.0876","STAR-B","TELIA","2025-02-22 23:42:41.648292","2025-02-22 23:42:59.054324","TP:0.06%, Market:european, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:100 and #budget:1000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
407,"agent8_top_avg_vol","17.3063","19.7816","391.313","1000","1173.0633","252.0789","355.4342","68.7298","NIO","SLB","2025-02-22 16:48:43.690395","2025-02-22 16:48:56.925559","Agent8 (TSL, Top AvgVol), Market:nyse, alpha:0.1, beta:0.1. Uses TSL with symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
1006,"agent5_top_avg_vol","17.2971","22.8189","520.7036","5000","5864.8555","2077.2763","2594.3553","45.9391","STAR-B","SAMPO","2025-02-23 03:55:03.898491","2025-02-23 03:56:30.861572","TP:0.06%, Market:european, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:500 and #budget:5000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
671,"agent6_top_avg_vol","17.2778","21.1475","447.2167","8920","7908.276","2648.9211","3347.9474","47.7376","CXW","NUV","2025-02-22 22:21:06.310744","2025-02-22 22:23:14.680306","TP:0.06%, Market:nyse, perc to select symbol of sector:40.0, Agent6 (Top AvgVol, Sector). Selects top-cap stocks by sector, sorting them by decreasing average of the amount of volume in the 6 months preceding the starting date."
1299,"agent5_symb_rnd","17.2599","20.8688","435.5054","2000","2345.1984","873.8684","1080.3158","42.1147","EGY","VTN","2025-02-23 11:12:27.535856","2025-02-23 11:13:06.15201","TP:0.05%, Market:nyse, Agent5 (Random). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:200 and #budget:2000."
1260,"agent5_symb_rnd","17.2436","23.4185","548.4278","1000","1172.4363","280.5395","384.4605","58.1267","ING","RUI","2025-02-23 10:54:30.659696","2025-02-23 10:54:47.643099","TP:0.08%, Market:european, Agent5 (Random). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:100 and #budget:1000."
652,"agent6_top_avg_vol","17.2277","21.1583","447.6721","6680","5911.8558","1738.8158","2261.2237","53.799","GME","NEA","2025-02-22 21:45:42.768452","2025-02-22 21:47:09.831497","TP:0.07%, Market:nyse, perc to select symbol of sector:30.0, Agent6 (Top AvgVol, Sector). Selects top-cap stocks by sector, sorting them by decreasing average of the amount of volume in the 6 months preceding the starting date."
1362,"agent5_symb_rnd","17.2237","20.9405","438.5031","3000","3516.7097","1298.6842","1608.1447","41.7737","EGY","NAZ","2025-02-23 11:51:09.94312","2025-02-23 11:51:58.866042","TP:0.05%, Market:nyse, Agent5 (Random). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:300 and #budget:3000."
880,"agent5_top_avg_vol","17.2074","22.7445","517.3132","3000","3516.223","1247.0132","1557.3816","46.0197","STAR-B","TELIA","2025-02-23 01:12:51.589372","2025-02-23 01:13:44.155068","TP:0.06%, Market:european, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:300 and #budget:3000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
1195,"agent5_top_avg_vol","17.1575","22.7063","515.5779","8000","9372.603","3321.4605","4148.4342","45.8744","STAR-B","TELIA","2025-02-23 10:20:56.461767","2025-02-23 10:23:15.269033","TP:0.06%, Market:european, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:800 and #budget:8000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
634,"agent6_top_avg_vol","17.1494","21.5932","466.2673","4440","3919.4523","913.3421","1260.0526","66.1874","NIO","VTR","2025-02-22 21:20:59.892404","2025-02-22 21:21:48.945645","TP:0.09%, Market:nyse, perc to select symbol of sector:20.0, Agent6 (Top AvgVol, Sector). Selects top-cap stocks by sector, sorting them by decreasing average of the amount of volume in the 6 months preceding the starting date."
340,"agent7_symb_rnd","17.1361","20.6711","427.2939","1000","1171.3614","537.2237","640.6974","34.622","LXU","MMU","2025-02-22 16:30:39.674679","2025-02-22 16:31:12.166092","TP:0.04%, Market:nyse, Agent7 (Random, 2-year). Tests over 2 years using 100 randomly selected symbols."
217,"agent3_symb_rnd","17.0646","23.7002","561.6996","1000","1170.6457","322.9868","426.5395","50.6971","TCI","MAA","2025-02-22 15:44:35.496522","2025-02-22 15:45:26.085383","TP:0.07%, Market:nyse, Agent3 (Random). Buys only if current price < 50-day avg; sells with 0.07% TP, using 100 randomly selected symbols."
1236,"agent5_symb_rnd","16.9972","21.4606","460.556","1000","1169.9724","432.9211","536.3947","42.3006","TRAK","NKX","2025-02-23 10:47:10.623511","2025-02-23 10:47:39.316102","TP:0.05%, Market:nyse, Agent5 (Random). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:100 and #budget:1000."
293,"agent7_top_avg_vol","16.9616","21.8598","477.8515","1000","1169.6155","9.6711","111.2368","213.6991","VIPS","SHOP","2025-02-22 16:15:07.683647","2025-02-22 16:15:12.774454","TP:1.0%, Market:nyse, Agent7 (Top AvgVol, 2-year). Tests over 2 years using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting datecap."
747,"agent5_top_avg_vol","16.9616","21.8598","477.8515","1000","1169.6155","9.6711","111.2368","213.6991","VIPS","SHOP","2025-02-22 23:39:27.626073","2025-02-22 23:39:32.526724","TP:1.0%, Market:nyse, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:100 and #budget:1000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
41,"agent2_top_avg_vol","16.9616","21.8598","477.8515","1000","1169.6155","9.6711","111.2368","213.6991","VIPS","SHOP","2025-02-22 14:20:51.415088","2025-02-22 14:20:56.456673","TP:1.0%, Market:nyse, Agent2 (Top AvgVol). Buys & sells with 1.0% TP, sorting symbols by decreasing average of the amount of volume in the 6 months preceding the starting date."
1386,"agent5_symb_rnd","16.8905","23.2592","540.99","3000","3506.7162","856.9868","1167.7105","57.2733","CRTO","INVE-B","2025-02-23 12:06:02.158962","2025-02-23 12:06:39.955576","TP:0.08%, Market:european, Agent5 (Random). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:300 and #budget:3000."
367,"agent7_symb_rnd","16.8237","24.1354","582.5158","1000","1168.2368","223.0789","326.8947","69.3071","ING","EDP","2025-02-22 16:39:33.223073","2025-02-22 16:39:46.975175","TP:0.1%, Market:european, Agent7 (Random, 2-year). Tests over 2 years using 100 randomly selected symbols."
89,"agent2_symb_rnd","16.8157","20.4066","416.4285","1000","1168.1573","430.7368","534.0921","43.0126","SKE","PCK","2025-02-22 14:36:26.620629","2025-02-22 14:36:52.170644","TP:0.05%, Market:nyse, Agent2 (Random). Chooses 100 random symbols; buys & sells with 0.05% TP."
691,"agent6_top_avg_vol","16.7565","20.9463","438.7467","11200","9878.8523","3234.8684","4111.25","48.3267","QD","NUV","2025-02-22 23:06:27.693572","2025-02-22 23:08:59.279867","TP:0.06%, Market:nyse, perc to select symbol of sector:50.0, Agent6 (Top AvgVol, Sector). Selects top-cap stocks by sector, sorting them by decreasing average of the amount of volume in the 6 months preceding the starting date."
176,"agent3_top_avg_vol","16.7522","24.0532","578.5554","1000","1167.5225","307.0789","410.8553","56.2172","STAR-B","NTGY","2025-02-22 15:16:33.544043","2025-02-22 15:17:01.206649","TP:0.08%, Market:european, Agent3 (Top AvgVol). Buys only if current price < 50-day avg; sells with 0.08% TP, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
39,"agent2_top_avg_vol","16.7468","21.4414","459.7335","1000","1167.468","14.6316","116.4605","206.944","NOK","SHOP","2025-02-22 14:20:40.924991","2025-02-22 14:20:46.217324","TP:0.8%, Market:nyse, Agent2 (Top AvgVol). Buys & sells with 0.8% TP, sorting symbols by decreasing average of the amount of volume in the 6 months preceding the starting date."
291,"agent7_top_avg_vol","16.7468","21.4414","459.7335","1000","1167.468","14.6316","116.4605","206.944","NOK","SHOP","2025-02-22 16:14:56.638699","2025-02-22 16:15:02.046065","TP:0.8%, Market:nyse, Agent7 (Top AvgVol, 2-year). Tests over 2 years using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting datecap."
745,"agent5_top_avg_vol","16.7468","21.4414","459.7335","1000","1167.468","14.6316","116.4605","206.944","NOK","SHOP","2025-02-22 23:39:17.400475","2025-02-22 23:39:22.60778","TP:0.8%, Market:nyse, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:100 and #budget:1000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
292,"agent7_top_avg_vol","16.7408","21.6748","469.799","1000","1167.4084","11.6053","113.2763","213.7521","VIPS","ANET","2025-02-22 16:15:02.046296","2025-02-22 16:15:07.68286","TP:0.9%, Market:nyse, Agent7 (Top AvgVol, 2-year). Tests over 2 years using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting datecap."
746,"agent5_top_avg_vol","16.7408","21.6748","469.799","1000","1167.4084","11.6053","113.2763","213.7521","VIPS","ANET","2025-02-22 23:39:22.60799","2025-02-22 23:39:27.625855","TP:0.9%, Market:nyse, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:100 and #budget:1000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
40,"agent2_top_avg_vol","16.7408","21.6748","469.799","1000","1167.4084","11.6053","113.2763","213.7521","VIPS","ANET","2025-02-22 14:20:46.217549","2025-02-22 14:20:51.414814","TP:0.9%, Market:nyse, Agent2 (Top AvgVol). Buys & sells with 0.9% TP, sorting symbols by decreasing average of the amount of volume in the 6 months preceding the starting date."
1261,"agent5_symb_rnd","16.7321","24.9672","623.3597","1000","1167.3213","254","357.7895","64.231","ING","TIETO","2025-02-23 10:54:47.643306","2025-02-23 10:55:02.190114","TP:0.09%, Market:european, Agent5 (Random). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:100 and #budget:1000."
405,"agent8_top_avg_vol","16.7154","20.0535","402.1419","1000","1167.1538","252.6447","355.8289","67.3652","GME","PG","2025-02-22 16:48:16.621975","2025-02-22 16:48:29.759817","Agent8 (TSL, Top AvgVol), Market:nyse, alpha:0.1, beta:0.025. Uses TSL with symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
406,"agent8_top_avg_vol","16.7154","20.0535","402.1419","1000","1167.1538","252.6447","355.8289","67.3652","GME","PG","2025-02-22 16:48:29.760028","2025-02-22 16:48:43.690091","Agent8 (TSL, Top AvgVol), Market:nyse, alpha:0.1, beta:0.05. Uses TSL with symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
615,"agent6_top_avg_vol","16.6818","22.2708","495.9894","2200","1915.6347","405.0395","575.4474","71.0349","GME","VALE","2025-02-22 21:03:48.657971","2025-02-22 21:04:12.711568","TP:0.1%, Market:nyse, perc to select symbol of sector:10.0, Agent6 (Top AvgVol, Sector). Selects top-cap stocks by sector, sorting them by decreasing average of the amount of volume in the 6 months preceding the starting date."
635,"agent6_top_avg_vol","16.6218","21.4748","461.1673","4440","3902.3592","806.9079","1153.3289","72.9054","GME","SO","2025-02-22 21:21:48.945919","2025-02-22 21:22:34.213469","TP:0.1%, Market:nyse, perc to select symbol of sector:20.0, Agent6 (Top AvgVol, Sector). Selects top-cap stocks by sector, sorting them by decreasing average of the amount of volume in the 6 months preceding the starting date."
653,"agent6_top_avg_vol","16.6193","21.3614","456.3073","6680","5881.2965","1506","2027.9211","60.2424","MBI","NEA","2025-02-22 21:47:09.831699","2025-02-22 21:48:28.910073","TP:0.08%, Market:nyse, perc to select symbol of sector:30.0, Agent6 (Top AvgVol, Sector). Selects top-cap stocks by sector, sorting them by decreasing average of the amount of volume in the 6 months preceding the starting date."
810,"agent5_top_avg_vol","16.6175","21.8806","478.7625","2000","2332.3506","19.1579","221.7105","214.8771","VIPS","SHOP","2025-02-23 00:11:22.295507","2025-02-23 00:11:31.595224","TP:1.0%, Market:nyse, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:200 and #budget:2000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
177,"agent3_top_avg_vol","16.6081","24.5417","602.2962","1000","1166.0806","268.1316","371.8553","63.2528","STAR-B","BAS","2025-02-22 15:17:01.206921","2025-02-22 15:17:27.02556","TP:0.09%, Market:european, Agent3 (Top AvgVol). Buys only if current price < 50-day avg; sells with 0.09% TP, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
818,"agent5_top_avg_vol","16.586","22.5765","509.6963","2000","2331.7197","702.4079","909.2763","52.4829","STAR-B","SAMPO","2025-02-23 00:19:15.735853","2025-02-23 00:19:46.892326","TP:0.07%, Market:european, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:200 and #budget:2000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
744,"agent5_top_avg_vol","16.5724","21.4414","459.7335","1000","1165.7243","18.6974","120.6842","206.1148","NOK","SHOP","2025-02-22 23:39:11.988466","2025-02-22 23:39:17.400227","TP:0.7%, Market:nyse, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:100 and #budget:1000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
290,"agent7_top_avg_vol","16.5724","21.4414","459.7335","1000","1165.7243","18.6974","120.6842","206.1148","NOK","SHOP","2025-02-22 16:14:51.039211","2025-02-22 16:14:56.636888","TP:0.7%, Market:nyse, Agent7 (Top AvgVol, 2-year). Tests over 2 years using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting datecap."
38,"agent2_top_avg_vol","16.5724","21.4414","459.7335","1000","1165.7243","18.6974","120.6842","206.1148","NOK","SHOP","2025-02-22 14:20:35.421919","2025-02-22 14:20:40.924766","TP:0.7%, Market:nyse, Agent2 (Top AvgVol). Buys & sells with 0.7% TP, sorting symbols by decreasing average of the amount of volume in the 6 months preceding the starting date."
672,"agent6_top_avg_vol","16.5431","20.4728","419.1352","8920","7860.2175","2243.5263","2941.8289","54.3346","CXW","PPT","2025-02-22 22:23:14.680681","2025-02-22 22:25:08.48208","TP:0.07%, Market:nyse, perc to select symbol of sector:40.0, Agent6 (Top AvgVol, Sector). Selects top-cap stocks by sector, sorting them by decreasing average of the amount of volume in the 6 months preceding the starting date."
1007,"agent5_top_avg_vol","16.5241","22.4334","503.2587","5000","5826.2029","1750.4474","2266.9342","52.6667","STAR-B","SAMPO","2025-02-23 03:56:30.861808","2025-02-23 03:57:47.143355","TP:0.07%, Market:european, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:500 and #budget:5000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
284,"agent7_top_avg_vol","16.5209","20.2642","410.6374","1000","1165.2086","162.6974","265.9737","91.0859","NIO","MRK","2025-02-22 16:14:06.13182","2025-02-22 16:14:16.233393","TP:0.15%, Market:nyse, Agent7 (Top AvgVol, 2-year). Tests over 2 years using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting datecap."
32,"agent2_top_avg_vol","16.5209","20.2642","410.6374","1000","1165.2086","162.6974","265.9737","91.0859","NIO","MRK","2025-02-22 14:19:52.350364","2025-02-22 14:20:02.195663","TP:0.15%, Market:nyse, Agent2 (Top AvgVol). Buys & sells with 0.15% TP, sorting symbols by decreasing average of the amount of volume in the 6 months preceding the starting date."
738,"agent5_top_avg_vol","16.5209","20.2642","410.6374","1000","1165.2086","162.6974","265.9737","91.0859","NIO","MRK","2025-02-22 23:38:29.078166","2025-02-22 23:38:39.337484","TP:0.15%, Market:nyse, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:100 and #budget:1000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
873,"agent5_top_avg_vol","16.4865","21.7582","473.4208","3000","3494.5942","28.5658","332.0789","215.0365","VIPS","SHOP","2025-02-23 01:02:11.21258","2025-02-23 01:02:25.053808","TP:1.0%, Market:nyse, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:300 and #budget:3000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
936,"agent5_top_avg_vol","16.4421","21.7213","471.8144","4000","4657.682","37.8684","442.3947","215.6703","VIPS","SHOP","2025-02-23 02:08:55.217007","2025-02-23 02:09:12.454419","TP:1.0%, Market:nyse, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:400 and #budget:4000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
809,"agent5_top_avg_vol","16.4023","21.5605","464.8539","2000","2328.0459","22.9342","225.6316","214.4162","VIPS","ANET","2025-02-23 00:11:12.877512","2025-02-23 00:11:22.295286","TP:0.9%, Market:nyse, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:200 and #budget:2000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
1325,"agent5_symb_rnd","16.3677","24.1254","582.0337","2000","2327.3548","450.7237","657.6447","69.4254","ING","HEIA","2025-02-23 11:24:57.853769","2025-02-23 11:25:19.758962","TP:0.1%, Market:european, Agent5 (Random). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:200 and #budget:2000."
999,"agent5_top_avg_vol","16.3638","21.5708","465.3012","5000","5818.1883","47.1184","552.6974","215.7792","VIPS","SHOP","2025-02-23 03:37:18.29403","2025-02-23 03:37:39.888458","TP:1.0%, Market:nyse, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:500 and #budget:5000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
1062,"agent5_top_avg_vol","16.3245","21.6424","468.3945","6000","6979.4678","56.5","663","215.8393","VIPS","SHOP","2025-02-23 05:22:43.286697","2025-02-23 05:23:09.283272","TP:1.0%, Market:nyse, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:600 and #budget:6000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
808,"agent5_top_avg_vol","16.317","21.2736","452.5657","2000","2326.3398","28.9605","231.9737","207.3989","NOK","SHOP","2025-02-23 00:11:02.275791","2025-02-23 00:11:12.877309","TP:0.8%, Market:nyse, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:200 and #budget:2000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
422,"agent8_top_avg_vol","16.3068","21.7917","474.8785","1000","1163.0681","469.1842","572.3158","40.6712","STAR-B","CS","2025-02-22 16:51:16.445212","2025-02-22 16:51:36.504939","Agent8 (TSL, Top AvgVol), Market:european, alpha:0.05, beta:0.05. Uses TSL with symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
1070,"agent5_top_avg_vol","16.2954","22.5686","509.3417","6000","6977.7251","2095.0921","2714.6184","52.7579","STAR-B","SAMPO","2025-02-23 05:46:57.3396","2025-02-23 05:48:30.338204","TP:0.07%, Market:european, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:600 and #budget:6000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
1125,"agent5_top_avg_vol","16.2946","21.6075","466.8826","7000","8140.6243","65.9605","773.5132","215.8085","VIPS","SHOP","2025-02-23 07:27:46.923177","2025-02-23 07:28:17.670371","TP:1.0%, Market:nyse, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:700 and #budget:7000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
113,"agent2_symb_rnd","16.287","23.9944","575.7303","1000","1162.8704","279.7895","383.6184","58.082","CRTO","AXFO","2025-02-22 14:43:09.739859","2025-02-22 14:43:27.716762","TP:0.08%, Market:european, Agent2 (Random). Chooses 100 random symbols; buys & sells with 0.08% TP."
1133,"agent5_top_avg_vol","16.2855","22.642","512.6582","7000","8139.9878","2446.0789","3168.7632","52.7148","STAR-B","SAMPO","2025-02-23 07:56:05.774702","2025-02-23 07:57:52.906432","TP:0.07%, Market:european, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:700 and #budget:7000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
1188,"agent5_top_avg_vol","16.2707","21.613","467.1203","8000","9301.6531","75.3816","883.8816","215.8607","VIPS","SHOP","2025-02-23 09:51:57.572754","2025-02-23 09:52:31.798458","TP:1.0%, Market:nyse, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:800 and #budget:8000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
872,"agent5_top_avg_vol","16.2663","21.5242","463.2925","3000","3487.9898","34.1053","337.8684","214.8632","VIPS","ANET","2025-02-23 01:01:57.731293","2025-02-23 01:02:11.212149","TP:0.9%, Market:nyse, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:300 and #budget:3000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
413,"agent8_top_avg_vol","16.2597","20.0861","403.4517","1000","1162.5972","157.8553","261.1316","95.2438","CVNA","T","2025-02-22 16:49:53.484195","2025-02-22 16:50:03.620765","Agent8 (TSL, Top AvgVol), Market:nyse, alpha:0.15, beta:0.15. Uses TSL with symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
944,"agent5_top_avg_vol","16.2571","22.4671","504.7725","4000","4650.284","1397.1447","1810.2763","52.6535","STAR-B","ENEL","2025-02-23 02:24:45.199922","2025-02-23 02:25:47.689664","TP:0.07%, Market:european, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:400 and #budget:4000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
1196,"agent5_top_avg_vol","16.2404","22.3945","501.5143","8000","9299.2302","2797","3622.8421","52.576","STAR-B","SAMPO","2025-02-23 10:23:15.26926","2025-02-23 10:25:16.731683","TP:0.07%, Market:european, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:800 and #budget:8000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
881,"agent5_top_avg_vol","16.2293","22.4215","502.7227","3000","3486.8796","1047.3158","1357.25","52.6795","STAR-B","KPN","2025-02-23 01:13:44.1553","2025-02-23 01:14:29.756324","TP:0.07%, Market:european, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:300 and #budget:3000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
871,"agent5_top_avg_vol","16.2213","21.1862","448.8546","3000","3486.6394","43.1974","347.4737","207.2669","NOK","SHOP","2025-02-23 01:01:43.645739","2025-02-23 01:01:57.731048","TP:0.8%, Market:nyse, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:300 and #budget:3000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
935,"agent5_top_avg_vol","16.2102","21.4332","459.3808","4000","4648.4066","45.4342","450.3289","214.5302","VIPS","ANET","2025-02-23 02:08:37.699494","2025-02-23 02:08:55.21678","TP:0.9%, Market:nyse, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:400 and #budget:4000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
289,"agent7_top_avg_vol","16.1748","21.1473","447.2084","1000","1161.7482","23.8684","125.9079","199.1225","SHOP","UBER","2025-02-22 16:14:45.212167","2025-02-22 16:14:51.038695","TP:0.6%, Market:nyse, Agent7 (Top AvgVol, 2-year). Tests over 2 years using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting datecap."
743,"agent5_top_avg_vol","16.1748","21.1473","447.2084","1000","1161.7482","23.8684","125.9079","199.1225","SHOP","UBER","2025-02-22 23:39:06.301901","2025-02-22 23:39:11.98825","TP:0.6%, Market:nyse, Agent5 (Top AvgVol). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:100 and #budget:1000, using symbols sorted by decreasing average of the amount of volume in the 6 months preceding the starting date."
37,"agent2_top_avg_vol","16.1748","21.1473","447.2084","1000","1161.7482","23.8684","125.9079","199.1225","SHOP","UBER","2025-02-22 14:20:29.902207","2025-02-22 14:20:35.421691","TP:0.6%, Market:nyse, Agent2 (Top AvgVol). Buys & sells with 0.6% TP, sorting symbols by decreasing average of the amount of volume in the 6 months preceding the starting date."
1388,"agent5_symb_rnd","16.1735","23.0064","529.295","3000","3485.206","672.2237","982.4737","68.6692","ING","CTY1S","2025-02-23 12:07:14.783239","2025-02-23 12:07:47.362658","TP:0.1%, Market:european, Agent5 (Random). Tests various (#stocks, budget) pairs (e.g., 100/1000, 200/2000...), now with #stock:300 and #budget:3000."
